text,sentiment
"awal mula beli serum ini karena iseng,waktu itu muka lagi kemerahan karna iritasi,first impression tekstur nya lumayan agak thick pas dipake lumayan lama nyerapnya,udh pesimis bakalan ga cocok eh ternyata setelah di pake seminggu kulit langsung membaik,skrg udh ganti kemasan jd pump,menurutku lebih praktis model pump daripada model pipet kaya yg lama soalnya punyaku yg model lama malah tumpah ketika ku simpen di laci meja riasku,lebih higienis juga kalo pump soalnya ketika make ga perlu buka botol yg bikin kemasukan udara,aku akan selalu repurchase serum ini,soalnya emg sebagus itu,nyerahinnya dapet,ngehalusin tekstur juga oke,benerin skin barrier pun bisa udh 1 paket komplit,makasih somethinc udh bikin serum sebagus ini.",Positif
"awal pakai ini agak lengket tapi ternyata ga mengganggu di pemakaian selanjutnya. Selain itu, serum ini ga ada baunya, cepat menyerap, ringan, dan efek mencerahkannya keliatan dalam 1 bulan pemakaian. Tapi mencerahkan secara keseluruhan saja sih ya, bukan yang menghilangkan dark spot (at least dalam 1 bulan pemakaian). Overall, recommended!",Positif
"serum niacin pertama dari Somethinc. biasanya pake brand lain tapi kali ini lagi pengen nyoba Somethinc. jujur baru 3 bulan ini rajin make serum setelah sekian lama vakum karena mager, dan hasilnya lumayan walaupun perlu waktu 3 bulan buat keliatan hasilnya. kuncinya adalah konsistensi. pas awal2 make ga ada efek apa2, tp di bulan ketiga baru keliatan efek mencerahkannya. jangan lupa double cleansing dan pake toner dulu ya biar hasilnya maksimal",Positif
Dari 3 varian niacinamide somethinc ini yg paling bikin nyaman di kulit ku. Dia benar nguatin barrier & buat kulit jd gak mudah perih & iritasi. Buat cerah juga biarpun hasilnya gak sesignifikan versi sabi. Sayangnya ini sempat discontinue (biarpun skrg udh produksi lagi) & mager mau repurchase! Oh ya ini jg lebih stabil & gk mudah oksidasi dibanding sabi,Positif
"Awalnya aku gak cocok pake skincare yg ada niacinnya, psti jerawatan. Tapi pas nemu hacknya (pake retinol) LANGSUNG CINTA BANGET SAMA NIACIN! Kulitku sangat mengayomi niacin, efeknya jadi glowing dan cerah! Cerahnya sih yg aku incer banget. Disaat muka lg kusem, pake ini lgsg auto cakep deh! Konsistensinya lumayan thick dan melembabkan, tidak bikin cekit2",Positif
"bikin kulit terasa lebih lembab dan sehat, klo ud dipake lbh dari sebulan membuat wajah jadi lebih cerah. terkadang sebelum pake serum aku pakein hydrating toner walau jd makin lembab dan mengkilat, tp ga bs hilangin beruntusan cm it is ok buat kuliat jd lembab dan mencerahkan",Positif
"at first sih ok-ok aja but did nothing to my face, bruntusan sih tetep ada and i decided to repurchase this product for the second time... terus entah kenapa kulitku jadi rasa kebakar makenya dan besoknya pipiku bruntusan😭😭 kayaknya aku kurang cocok sama salah satu kandungan yg ada di sini tp gatau apa krn ada centella aciatica, niacinimide, sependek pengetahuanku mereka dua ini ga bikin iritasi... trs aku gatau yg ga cocok apanya, apa mungkin beetnya yaa 🥲 padahal lit org pake ini reviewnya bagus2",Negatif
"Di kulitku yang oily, serum ini works banget. Bangun tidur gak bikin kilang minyak. Ngebantu banget mudarin PIH dan bikin kulit plumpy. Harganya masih affordable dan isinya lumayan awet karena teksturnya yang gak terlalu cair. Overall, ini rekomen banget",Positif
ini nggak ada efek buruk kayak beruntusan atau jerawat. tp nggak mencerahkan juga. wkwkwk. cuma adem aja rasanya. mungkin aku yang nggak sabaran pakenya. penasaran pake krn katanya bisa hilangkan bekas jerawat. tp nggak juga sih keknya.,Netral
"gak tau udah berapa kali beli serum ini ehehehe, dari yang awalnya cuma berani yang niacinamide 5%, sekarang udah bisa pake yang niacinamide 10%. Yang aku rasain di muka aku, muka jadi ceraaaah bangeett, sebelum pake produk ini muka aku bisa dibilang agak kusam. Di muka aku produk ini juga lumayan melembabkan! Worth to try guys! 🤩",Positif
"Ntah kenapa setelah beberapa lama aku pake produk ini wajahku jadi cenderung jerawatan, emang bagus sih, dia melembapkan dan lumayan mencerahkan. Tapi wajahku jadi cenderung jerawatan, jadinya aku stop🥺 padahal teksturnya enakkkkkk",Negatif
Produk somethinc pertama yg kubeli dan ini baguss bgt. Biasanya kalau mau haid jerawatan ini muka bersih tanpa jerawat. So far produk somethinc yg bener bener works on my skin cuma edisi niacinimide. Yang lain so so lah. Tipe kulit kombinasi,Positif
"Serum anti aging yang menurutku wajib FD Babes punya, apalagi yang usianya menjelang 30 kayak aku 🤭 serum ini mengandung niacinamide yang baguus banget untuk mencerahkan kulit, menghilangkan bekas jerawat serta mengandung anti aging pastinya. Tekstur serumnya agak sedikit kental tapi mudah menyerap. Setelah memakai produk ini kulitku jauh lebih cerah dan kenyal",Positif
"sangat amat melembabkannnn tapi aku sendiri ga ngerasa dia kasih efek yang WOW ke muka aku (bahkan tidak ada efek lain selain melembabkan huhu). dan kalo aku pake di malam hari kadang besok paginya muncul bruntusan. Tapi kalo dipake dibawah makeup SANGAT AMAT BAGUUUSS, bikin foundie or whatever product sit on your skin perfectly dan jadi enak blend produk apapunn terutama liquid (concealer,foundie,etc.)",Netral
"Nyoba sekali langsung bruntusan,abis itu gak mau pake lagi,padahal sebenernya enak pas diapply ke muka tuh lembab,tapi besok paginya langsung bruntusan,padahal selama ini cocok2 ajah sama kandung niacinamide",Negatif
"Produk ini kurang cocok di aku pori2 mukaku jadi kelihatan gede gede, bertekstur 😭. Pemakaian baru 2x tapi gak berani pakai lagi takut malah berjerawat. Penyimpanannya harus di lemari pendingin, ekspetasiku pakai ini kulit jadi dingin, ternyata tidak",Negatif
jujur beli ini karena review orang-orang tuh kayak bagus banget tp sadly ga cocok sm kulitku. setiap make ini mukaku malah jd lebih berminyak dari biasanya dan dia jg ga ngilangin bekas jerawat gt sih tp untungnya dia jg gabikin nambah jerawat. mungkin kulitku emg kurang cocok aja sm produknya.,Negatif
"harganya cukup mahal tapi buat hasilnya worth it ko, muka aku jadi cerahan pakai ini, di aku hasilnya keliatan pas 5x pemakaian sih, tapi harus dibantu sama skincare yang lain, teksturnya enak ada wanginnya dikit, packagenya 8,5/10 ngga beleberan kemana mana",Positif
"tekstur serum nya kental, dan cepat banget meresap dikulit, 3 Minggu pemakaian diaku sudah kelihatan hasilnya. Memang kalo somethinc buat produk jago banget sihhh... aku pake yang niacinamide 10%, tapi kalo untuk yang kulit sensitif mending yang 5% dulu pakenya",Positif
"IF I ONLY CAN CHOOSE ONE PRODUCT TO USE FOR THE REST TIME OF MY LIFE, THIS IS IT. Serum pertama yang kupakai and i see much much much difference on skin. Serum yang harus selalu ada di skincare rutin ku dan selalu nyetok karena takut keburu abis. Hasilnya langsung keliatan dari minggu pertama pemakaian kulit jauh lebih halus dan lebih cerah. Ampuh banget buat ngatasin kulit belang dan bekas jerawat. Udah jarang jerawatan semenjak make ini cuma yang versi originalnya udah discontinued sedih banget soalnya yang versi baru nya masih kalah saing sama yg originalnya. I hope that somthinc will bring back the original serum to the market.",Positif
ini serum yang selalu aku pake tiap malem. teksturnya kentel. aku repurche setiap 3 bulan. seawet itu aku pakenya. karna kek sayang aja si kalo dipake boros. aku pake cuma 2-3 tetes. efeknya muka aku jadi cerah dan bekas jerawat juga memudar. trus juga aku jadi jarang ada jerawat. btw aku tau product ini dari jesslyn teman baikku,Positif
"Waktu itu beli pas awal awal hype produk ini, tertarik sama review orang2 yang katanya bisa memudarkan bekas jerawat tapi sayang kayanya aku ga cocok sama kandungan niacinamide atau gimana kurang paham jadi kaya muncul beberapa jerawat setelahnya:( tapiii kalo dari formulasinya aku sukaa dia cepat menyerap tapi ga bikin kering gituu",Negatif
"Dapet 5 x 5ml dari main blibli di SurabayaxBeauty! Aku udah abis botol ke 2, so far dikulit aku lebih cerahan. Efeknya emang bikin lembabin kulit dan di aku kurangin beruntusan. Untuk darkspot aku rasa belum bisa ya mungkin yang serum lain 'darkspot' itu concernya untuk itu. So ini emang cuman bisa kasih efek cerahan di kulit aku, tiap malem doang sebelum tidur pakainya after toner whitelab or essence votre peau. Size mini ini best banget buat bawa travel / bawa kemanapun buat touch up",Netral
"Serum niacinamide pertama aku nyobain ya karna penasaran. Teksturnya kentel tpi mudah ngeresep walau menurutku agak sedikit lengket di tangan. Ini satu-satunya serum yang aku pake sampe bikin orang2 disekitar aku bilang ""Eh kok muka kamu bersihan sihh"" I'm so happy :""))))). Bener2 bisa mudarin bekas jerawat aku yang udh singgah hampir 1 tahun.",Positif
"Efek cerahnya cepet keliatan, tapi nyimpennya mesti hati2 soalnya gampang oksidasi. Paling bagus kalo dicombine ama exfo serum, jadi keliatan banget hasilnya. Besokannya muka jadi langsung kinclong.....",Positif
"Produknya bagus banget. cerahnya kelihatan perbedaannya, harus rutin pemakaian ya, walaupun produknya agak lama menyerap tapi aman banget buat yg jerawatan dan gak bikin tambah parah. must try. apalagi ditambah sama hyaluronic lebih cocok lagi",Positif
"ini tuh serum penolong sih menurut gue. soalnya disaat kulit gue lg kusem, item, bruntusan tuh serum ini bisa bikin muka gue cerah gitu lohh. jujur, skin tone gue jd naik tingkat karena serum ini. dan di kulit gue yang dasarnya sensitif pun masih aman bangett. makanya gue sangaaat merekomendasikan serum ini",Positif
"Awalnya coba-coba untuk produk somethinc ini, karena butuh yang mencerahkan dan melembabkan. Kemudian coba yang varian niacinamide dan baru pemakaian botol pertama udah bagus banget, mencerahkan dan melembabkan kulit saya. Saya pakai produk ini udah botol ke 5. Teksturnya juga langsung menyerap dan tidak lengket. Asal rutin pakai pasti mendapat hasil yang memuaskan",Positif
"Serum yang waktu itu lagi hype banget dan langsung aku coba karena aku termasuk pecinta serum dan mukaku ini cocok cocokan, awal pemakaian wow banget karena lembabin muka dan ga kerasa pake serum lembabnya bertahan lama, paginya pun muka ku makin lembab ditambah pemakaian moisturizer juga👌",Positif
"Serum niacin pertamaku tapi sayangnya di aku nggak ngefek dan malah bikin beruntusan. Akhirnya aku stop seminggu pemakaian. Mungkin kulitku memang nggak cocok ya ingridients yg ada konsentrasi niacin nya tinggi, karena setelah itu aku masih penasaran aku coba merk lain dg niacin lebih rendah ga ada masalah, trus aku coba pakai lagi dari merk lain yg niacin nya tinggi ya beruntusan lagi. Jadi intinya cocok cocokan yaah.",Netral
gaperlu diragukan lagi ni serum udah benerbener top markotop!!!! 💓💓💓💖💓💓💖💖💖💖💓💖💖💘💘💘💘💘💘👍🏻👍🏻👍🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻💖💖💓💓💓💖💖💖💓💖💖💖🖤🖤🖤🖤🖤💕💕💕❤️‍🔥❤️‍🔥💘💘💘🫶🏻🫶🏻👍🏻👍🏻👍🏻👍🏻👍🏻💖💓💖💖💖💖💖💖💖💖💖💖🖤🖤🖤🖤💕💕💕💕❤️‍🔥❤️‍🔥💘💘💘💘💓👍🏻💖💖💓💖💖💖💖💓👍🏻👍🏻👍🏻💖💓💓💓🫶🏻👍🏻👍🏻💖💖💓💖💖💕👍🏻💕💕💕💕❤️‍🔥💘💘💘💘💘❤️‍🔥❤️‍🔥💕💕💕💖💖💓💓💖💕💕💕💖💕💖💕💕💓💕💕💕💖,Positif
Kayaknya ini udah botol ke 3 ku deh. Secinta itu sama produknya. Sejak pake ini beneran lebih cerah dan gak kusem. Dari coba yg 5% terus naik ke 10%.. tetep cinta.. emang mesti bertahap sih dan gak instan. Teksturnya agak lengket tapi termasuk cepet nyerep.,Positif
"baru pertama kali coba serum niacin, and i choose from somethinc! and guess what????? WOW BANGET😭😭😭💗💗💗 baru seminggu pake aja kaya udah kerasa nyerahin kulit wajah banget, then bikin kulit jadi lebih glowing. ditambah gue juga pake satu produk lain dari somethinc juga, i’ll show u.",Positif
"Ini tuh udah botol keempat aku loh. Dulu pertama kali nyoba yang 5% niacinamide, terus tergiur ke sabi beet. Di botol pertama sudah terlihat perubahan di wajahku, bekas jerawat mulai memudar menggunakan sabi beet 5%. Akhirnya aku lebih tergiur lagi mencoba yang sabi beet 10%, tapi entah kenapa malah tidak sebagus waktu aku pakai yang sabi beet 5%. Padahal udah keburu beli sabi beet 10% 2 botol langsung. Dan setelah habis 2 botol sabi beet 10% pun aku tidak merasakan se wow waktu pakai sabi beet 5%, akhirnya balik lagi sekarang pakai sabi beet 5%. Dan semua aku langsung pakai yang ukuran gedaaa 40ml loh. Sekarang aku lagi combine si sabi beet 5% ini dengan dark spotnya somethinc juga loh",Positif
Ekspektasi aku ini serum bakal bikin cerah muka dan ngilangin bekas jerawat tapi trnyta ga ada perubahan sama sekali di muka aku. Tapi untungnya dia ga bikin bo sih. Definitely mau nyoba produk lain aja 😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞,Negatif
so far suka sama serum ini walaupun gak instan hasilnya. bantu ngelembutin dan sooting juga ke kulit aku. bangun tidur abis cuci muka pke facewash muka jd halus & cerah. lumayan awet juga karena pake 2 pump aja udh cover seluruh muka + leher. Btw aku pakai yg 10% niacinamide,Positif
"Serum pertamaku, suka banget sama serum ini karena bikin wajahku sehat dan glowing. cocok buat kulit sensitif, harganya affordable dan efektik untuk meningkatkan skin barrier + bikin cerah. Yang baru mau coba jangan ragu ya, karena emang bener2 sebagus itu😍",Positif
"pertama coba2 dgn harapan ngaruh, dan turns out beneran mencerahkan buatku. serum2 sblmnya cuma berhasil melembabkan pdhl claim juga ada mencerahkan, pas move ke ini 1 botol aja udah keliatan bgt bedanya. melembabkan juga, lumayan cepet meresap. luvvv bangettt.",Positif
"Pertama kali pakai serum niacin yah pasti product inii, lumayan performanya untuk mengatasi bekas jerawat dan beruntus merah di aku walaupun takes time yah tapi emang semua skincare takes time sihh hahaha🤣 aku ngerasa pas pemakaian kulit wajah jadi lebih moistured & jadi lebih sehat, overall bagus🥰",Positif
"Serum niacinamide lokal pengganti the ordinary dengan harga yg kurang lebih sama dapet lebih banyak. Sama sama mencerahkan, dan bagus juga hasilnya di kulit gue. Teksturnya sama kaya serum pada umumnya, lumayan melembabkan juga tapi tetep harus dikasih moisturizer lagi",Positif
"Sebenarnya ngurangin bekas jerawat tapi luaaaama. Harus ditelatenin pakai. Cuma, kalo pake ini bikin glowing setiap pagi + apalagi kalo udah ditemenin sama Ceramide moisturizernya dia. Untuk aku yang sering kucel, ini penyelamat banget",Positif
"Ini adalah salah satu serum penyelamat pas kulit ku lg gradakan banget a.k.a bruntus, kusam, dan agak kering. Rutin pake ini sekitar 2 bulan, dan kulit jadi lebih cerah, bruntusan ilang dan kyak jadi lebih kenyal gitu. Cuman masalahnya dia ini kecil botolnya, jadi kalo rutin pake tiap malem lumayan cepet habis, 1 botol sekitar 3 minggu kyaknya.",Positif
Cukup keliatan efek ngurangin bekas jerawat yg item” dia bikin pudar lama kelamaan………… teksturnya cair dan gampang meresap. Dipake base makeup jg aman” aja. Recommend pokoknya cuman harus sabar untuk dapet hasilnya,Positif
"Setelah pakai produk ini selama lebih kurang 2 bulan kulit jadi lebih cerah, padahal aku pakai malam aja kalau mau tidur, itupun kadang lupa. Produk ini must have bgt buat yang mukanya kusam kaya aku, apalagi di combo sama toner yang birunya makin juara pokoknya!",Positif
"first Impression jujur pas dipake agak perih di daerah yg ada bekas jerawat nya, so far untuk efek niacinamide yg mencerahkan belum ada. (-) agak lengket dan lama meresap. Worth the price. Repurchase? 50:50",Netral
"ini baguss banget. langsung glow up setelah pakai. muka ku benar benar cerah banget, anti kusam dehhhh pokoknya. aku pakainya yg 10 %. gak bikin bruntusan. pokoknya recomended bangetttt............. .",Positif
ini nggak ada efek buruk kayak beruntusan atau jerawat. tp nggak mencerahkan juga. wkwkwk. cuma adem aja rasanya. mungkin aku yang nggak sabaran pakenya. penasaran pake krn katanya bisa hilangkan bekas jerawat. tp nggak juga sih keknya. hehehe,Netral
"Direkomendasiin sama temen but it doesnt work on me :( pertama kali pake malam hari, paginya muncul bruntusan banyak bgt di dahi&pipi. Mungkin di org lain cocok blm tentu di aku cocok. Diaplikasiin mudah bgt, serumnya cpt meresap dan kering gitu, no fragrance, ringan bgt mau d layer sama moisturizer, ss, ngga berasa lengket",Negatif
Segi harga lumayan. Untuk pemakaian satu botol dan sebentar lagi habis tidak memberikan efek apapun malah cenderung kusam daripada pemakaian sebelumnya dg produk whitelab. Padahal segi harga diatas produk tersebut tetapi efektivitasnya dibawah produk tsb. I will not re purchase.,Negatif
"cepet menyerapnya jadi kaya berasa ngga pake apa apa gitu. tapi besokannya muka aku muncul beruntusan di jidat yang lumayan banyaaakkk. padahal suka pas dipake dia ngga bikin risih gituu:( dan aku bukan cuma pake sekali doangg, kaya udh berkali2 gt krn penasaran banget dan rasanya sayang kalo dibuang tp ttp aja beruntusan abis dipake",Negatif
"pakai sebotol gini almost 3bulan br abis. aku memang selang seling pake ini dgr serum lain, tertarik sama kandungan niacimnd nya, tp ternyata oksidasi di aku huhu sebulan sblm abis warna berubah keruh dr yg bening cair. gada wewangian aneh,lgsg meresap tapi aku ga liat dampak yg wow bgt gitu dr produk ini.",Netral
"Pas dipake besoknya langsung bruntusan dan merah-merah semuka jadi stop pemakaiannya, mungkin emang kurang cocok, aku nyoba Karena banyak banget review bagus tapi di Aku malah kurang cocok dan juga susah banget ngilangin bruntusan nyaa",Negatif
"worth to try! kayaknya sekarang banyak banget produk2 berbahan niaciminade. tapi produk ini walau harganya lebih murah, khasiatnya ke muka oke banget kok... dan gak bisa dibandingin dengan ""yang itu"" yah... soalnya kandungan, bahan pendamping serta kadar niaciminade nya kan beda. aku kayaknya bakal terus beli dari brand ini deh khusus untuk niaciminade serum",Positif
"Suwer dah, ini bagus bgt aslinya. Tapi too pricey, gasanggup. Jauh lebih enak ini dibanding TO, masih bisa melembapkan kulit walau aku oily. Gk gampang bikin pilling skincare dibatasnya juga walau persentasenya tinggi. Tapi ya itu, kemahalan guys. Sekarang dah banyak yg lebih murah. Lagian efektifitas niacin cukup pake 4% aja, selebihnya bisa better tapi gk terlalu signifikan.",Netral
"Tertarik beli ini karena temen"" banyak yang pakek juga, awalnya ragu tapi setelah di coba alhamdulillah cocok di wajah aku, skrng muka ku jadi kelihatan sehat,, semoga seterusnya cocok biar gak gonta ganti",Positif
"Produk yang memulai breakout ku. Dulu jarang banget jerawatan, gara2 pake ini jadi breakout sampe sekarang. Mungkin kulitku ga kuat sama niacin 10% kemaren pas pake ini bener2 langsung muncul 7-10 jerawat semuka parahh bangettt, sampe sekarang belum ilang bekasnya.",Negatif
Awalnya beli ini karena banyak dari temen-temen aku yang review bagus dan karena aku emang sebelumnya cocok dengan produk somethinc aku coba dan ternyata beneran bagus dan bikin kulit aku makin cerah!,Positif
"Tertarik untuk beli karena review orang orang yang OK. Untuk saya pribadi butuh adaptasi dalam penggunaan produk somethinc 5% niacinimide dan harus diselang seling. Waktu awal pemakaian bikin jidat beruntusan dan saya kurang merasakan efek yang signifikan untuk produk ini. Terus jeda ga pakai selama 2 bulan, abis itu pakai lagi sampe sekarang, bersyukurnya ga masalah sama sekali dan Udah mulai keliatan efek untuk mencerahkan wajahnya. Tekstur OK, Aroma OK, Penyerapannya OK, cuma kebiasaan saya adalah, menggunakan produk somethinc di malam hari biar penyerapannya optimal dan ga kecampur debu kalo dipakai pagi hari. Thank you!",Netral
"not so works on me, awalnya mau cari produk lokal niacin but sadly ngga ada perubahan signifikan yg terlihat yaudah aja gtu cuma melembabkan. akhirnya dikasih mamah & surprisingly cocok dan buat sikit cerahh. balik lg yaa cocok cocokan",Positif
"aku pakenya yang kandungannya 5% ya 😁. aku udah pake ini kurang lebih 2 botol, overall bagus sih buat mencerahkan, tapi kalo untuk menghilangkan bekas jerawat sih di aku ngga works, udah pake 2 botol juga belum hilang total😔, tapi cukup mengurangi bekas jerawatnya kok!. cocok juga buat kamu yang mau coba niacinimide pertama kali loh😊",Positif
"Aku nyoba serum ini karena awalnya aku pake toner nya bagus bgtt di aku kasih hasil yg memuaskan,awalnya kupikir kalau pake serum dari brand yg sama juga lebih kasih hasil yg wow. Waktu aku coba reaksi diwajahku serumnya lengket diwajah agak lama nyerap dan kesannya wajahku malah kusam,waktu bangun tidur kerasa lebih cerah siihh tapi muncul bruntusan putih2 kaya komedo gituu :(",Negatif
"awalnya nyoba pertama kaliiii bangetttt muncul, tapi mungkin kulit ku terlalu sensitive Dan kaget, langsung di berikan niacinamide kandungan 10%, sedikit purging, idk itu purging atau breakout, tapi kugalanjut pakai, karna anaknyaaaaa parnoannn huhu, tapi aku pakainya ditotol dibekas jerawat super duper ampuhhhh sihhhh",Negatif
Baru coba pakai ini sih. Pertama kali pakai muncul jerawat selama 2 hari. Tp kurang tau karna serum ini atau toner A (karna baru beli toner jg). Terus tadi pagi coba pakai toner yg lama dan serum ini alhamdulillah ga muncul jerawat lagi. Cuma di kulitku yg kombi oily ini agak lama menyerap dan lengket. Kalo untuk mencerahkan juga blm terlihat sih ya krn baru 3 kali pemakaian. Cuma bakal dipakai terus sih sampai habis karna sayang😂semoga ada hasilnya,Netral
Always love somethinc serum! Sangat aman buat kulit rewel kaya aku. What I really like about this serum bener2 ga berbau dan gampang meresap. Efeknya kulit jadi kenyal dan moist. Dipake 3 hari aja lansgung ada hasilnya. Pakenya juga ga perlu banyak2. Dikit aja udah berasa moist. Good job somethinc!,Positif
"Ntah kenapa setelah beberapa lama aku pake produk ini wajahku jadi cenderung jerawatan, emang bagus sih, dia melembapkan dan lumayan mencerahkan. Tapi wajahku jadi cenderung jerawatan, jadinya aku stop🥺 padahal teksturnya enakkkkkk",Negatif
"Duh sayang bgt ga cocok di aku, padahal aku udah pede bgt bakal cocok sampe beli yang 40ml pdhl belum pernah nyobain. Ternyata pas di pake rada panas perih gitu, udah coba bbrp kali ternyata ttp aja hasilnya panas perih pdhl aku pake yg 5%. Jadi takut mau nyobain niacinamide lagi sejak pake ini. Tapi untungnya varian serum yang lain dr somethinc aku cocok bgtt",Negatif
"Produk ini bagus. Efek moist-nya di kulit terasa banget, bikin kulit jadi kinclong + mengecilkan pori2. Namun, dalam jangka menengah (sampai 1 botol 40 ml habis), entah kenapa efeknya seperti berkurang. Model aplikatornya yang gak mentok sampai bawah juga cukup mengganggu untuk nyerok sisa2 cairan (gak mau rugi, hehe). Belilah item ini pas sedang diskon, karena kalau gak, lumayan pricey sih.",Positif
"serum niacinamide pertama aku, di wajah aku dia bikin rada panas gitu pas awal mungkin menyesuaikan padahal aku pakai yang 5% dia ga bikin cerah,ga menyamarkan pori-pori aku juga, gak terlalu ngaruh juga sama bekas jerawat aku,jadi dia ga terlalu ngefek di wajah aku ini,sedih sih karna berekpetasi tinggi sama serum ini,tapi dia ga bikin breakout juga,repurchase?mungkin mau nyoba yang lain dulu huhuhuhu",Negatif
"Baguss parah sih ini andalanku kalo buat cerahin+mudarin bekas jerawat, awal beli takut ga cocok tpi udh sebulan keliatan bgt hasilnya. ga bikin purging atau gmna gmna pokoknya karna sebagus itu diaku.",Positif
"beli serum ini karena pgn hilangin PIE , seperti yg kalian udh tau kalau niacinamide itu salah satu ingredients yg bisa mencerahkan kulit dn cocok buat kulit brminyak . tp syagnya aku ga cocok pakai serum ini ? , pertama kali pakai lagsung muncul bentol dan agak kerig gtu bagian muka . akhrnya aku pakai di 2x dlam seminggu , eh ttp aja styp kali pkai slalu bentol dn kering malah muncul brntus baru . dan tg plg sebelnya itu dia bkin wjah aku jd panas",Negatif
"jujurly ini bagus bangett untuk skin barrier akuu jadii lebih glowing dan cerah, udah gitu harganya cukup terjangkau yang 89.000 untuk 20ml dan aku belinya di beautyhaul karena kadang mereka ada discount yang lebih wow dari pada discount di e-commerce",Positif
"pake produk ini bagus bgt sih alhamdulillah MasyaAllahnya ini cocok ke muka bikin muka lebih cerah dri sebelumnya, muka aku juga jadi lebih lembab, muka akujadi lebih halus juga, recommend sih, semangat skincareannya jangan males!!!!!",Positif
"gatau pokonya ini mantep bgt waktu itu pie sma pih tu langsung reda di tube pertama pemakaian kurang lebih 2 minggu, kulit juga jadi lebih calm dan halus bgt manteppp, ga bisa berword word si ada harga ada barang memang lopyu somethinc💙💙💙",Positif
"this definitely is a good product. kerjanya butuh waktu tapi nyata. nggak instan. jujur suka banget bahkan dari pertama kali coba dgn formula lamanya (without sabi beet). teksturnya agak kental tp ringan di wajah, lumayan cpt meresap juga. gaada bau yg mengganggu. ngehabisin botol pertama, rasanya kulit jd lebih halus dan jerawat mereda. bekas ga hilang 100% tp fine krn baru botol pertama. inget, kunci skincare sukses adalah ""sabar"" :) tp krn aku masih kurang telaten, baru setaun lebih bisa beli dan memulai kembali perjalanan dengan produk ini. lgsg beli botol besarnya, tp mulai dari 5% dulu. soon kalo ada hasil nyatanya mgkin bakal review ulang, krn aku g begitu banyak pake produk dan cm pake serum ini aja, jd bs tau bnrn approved/tidak. let's see!",Positif
"awal beli ini karena banyak review yang bagus kalo si dia bagus untuk mencerahkan. Setelah dibeli dan coba rutin pake, ngga tau kenapa ngerasanya malah ada kemerahan di sekitar dagu. entah karena salah pake nya atau gmn tapi yaaa jadi kurang works di kulitku.",Negatif
"Uda semingguan pake ini, teksturnya sih oke ga terlalu cair dan ga terlalu kentel, cepet bgt menyerap dikulit. Tapi sayangnya semenjak pake serum ini pori aku makin membesar dan kulit aku jadi bertekstur",Netral
"aku uda habis dua botol ditambah beberapa gift 5ml dri somethinc, menurut aku ini bagus ga nimbulin efek yang gmn2 untuk kulit oily acneku, tapi kalo mencerahkan aku gaterlalu notice soalnya aku make dengan produk lain juga, yang kurang aku suka, dia bisa oksidasi jadi agak takut makenya walau sebenernya ""aman"", repurchase? no, kayanya aku coba varian lain atau dari brand lain ^.^",Netral
"suka banget sama texture nya, ringan dan cepet meresap. di kulitku yang dryskin produk ini lumayan hydrating dan sama sekali gada efek negatif. untuk efek mencerahkannya juga lumayan keliatan setelah rutin pemakaian. minus nya produk ini gampang banget oksidasi jadi aku saranin ga ditaruh tempat yang kena sinar matahari biar awet. repurchase? maybe, masih mau explore niacinamide serum yang lain.",Netral
"aku suka banget pakek ini soallnya serum ini untuk membantu kulit nampak lebih cerah, menyamarkan noda gelap , melembabkan dan menghaluskan kulit wajah menurutku produk ini sgt rekom wajib kalian order sih di shopee adaaa cusss cuss",Positif
Waktu itu keracunan beli ini dari twitter gituuu dan akhirnya belii... Tapi sayangnya dikulitkuu ga cocok bikin breakout dan jerawatan gituuu gatau deh mungkin kandungan niacinnya terlau tinggi kayaknyaaa.. tapi mungkin kalau kulit kalian ga sensitif bisa jadi cocok dan bagus karna banyak review juga yg bilang produk ini bagus,Negatif
"pertama coba, dan langsung cocok dong ❤❤❤❤❤ cepet bgd keliatan efeknya loh ini. muka jadi lebih bersih 🤣 padabal pakenya ga rutin, kadang suka lupa. kalo rutin harusnya lebih bagus lg hasilnya. ga sampe 1 botol udh keliatan hasil sih kalo di ak",Positif
"Produk ini kurang cocok di aku pori2 mukaku jadi kelihatan gede gede, bertekstur 😭. Pemakaian baru 2x tapi gak berani pakai lagi takut malah berjerawat. Penyimpanannya harus di lemari pendingin, ekspetasiku pakai ini kulit jadi dingin, ternyata tidak",Negatif
Segi harga lumayan. Untuk pemakaian satu botol dan sebentar lagi habis tidak memberikan efek apapun malah cenderung kusam daripada pemakaian sebelumnya dg produk whitelab. Padahal segi harga diatas produk tersebut tetapi efektivitasnya dibawah produk tsb. I will not re purchase.,Negatif
"Pertama kali nyoba produk somethinc dan langsung sesuka itu!! Muka aku waktu itu lg BO dan belang parah krn abis aktifitas di outdoor tanpa sunscreen. Aku pakai yg ini sambil di double layer dgn somethinc yg Hyaluronic, walau aku jg nambah night mask dri produk lain. Dan.. gak butuh berhari-hari, produk ini lgsg ngerepair wajah aku. Belangnya mulai memudar dan BO aku mulai sembuh. Suka banget!!",Positif
